"id","symbol","chr","position","strand","product","tissue","statistic","dm","p.value","q.value"
"cg05261299","NR4A1","12",50723566,"","nuclear receptor subfamily 4; group A; member 1 isoform a","PONS",0.266043733888306,0.00300686359162879,0.790699064017547,0.9276367086947
"cg14736911","MYOZ2","4",120277266,"","myozenin 2","CRBLM",-0.265554773338397,-0.00316455604620719,0.791083721692024,0.913903855918076
"cg04391540","ZNF541","19",52739941,"-","zinc finger protein 541","PONS",-0.265043673293675,-0.00330145309203798,0.791467386232246,0.9276367086947
"cg24389359","CCDC63","12",109768611,"","hypothetical protein LOC160762","PONS",0.264972899813657,0.00386455969571531,0.791521767564569,0.9276367086947
"cg19530885","SCGB3A2","5",147238325,"","secretoglobin; family 3A; member 2","FCTX",0.264679533876223,0.00469311798076024,0.791675531009119,0.994688424085358
"cg23704362","C8orf46","8",67568296,"","hypothetical protein LOC254778","FCTX",-0.264505688857004,-0.00558850059592624,0.791809175791141,0.994688424085358
"cg19475870","CDH9","5",27074362,"","cadherin 9; type 2 preproprotein","PONS",0.264549247314039,0.00241559801602162,0.791851772097221,0.9276367086947
"cg18680834","ZNF536","19",35555189,"","zinc finger protein 536","CRBLM",0.264521238183039,0.00414739580003763,0.7918778317573,0.914102607908009
"cg16101800","PCK1","20",55569975,"","cytosolic phosphoenolpyruvate carboxykinase 1","PONS",0.264180753395383,0.00372534886120231,0.792130511681701,0.9276367086947
"cg21092324","MMRN1","4",91035333,"","multimerin 1","CRBLM",0.264187541035098,0.00480151081641028,0.792134272611001,0.914102607908009
"cg26057752","PGAM2","7",44071460,"-","phosphoglycerate mutase 2 (muscle)","FCTX",-0.263634350959513,-0.00349853636676379,0.792479117114764,0.994688424085358
"cg14792480","CDH16","16",65511758,"","cadherin 16 precursor","FCTX",0.263310483848268,0.00366661373254101,0.792728166784353,0.994688424085358
"cg03733371","LIPH","3",186753222,"","lipase; member H precursor","CRBLM",-0.263337252415457,-0.00511056930059075,0.792787808652931,0.914102607908009
"cg11105610","LGALS3BP","17",74487947,"","galectin 3 binding protein","FCTX",0.263220128957762,0.00385377275715978,0.79279765235791,0.994688424085358
"cg08251399","EHD3","2",31311112,"+","EH-domain containing 3","TCTX",0.263222225775727,0.00207678086820921,0.792823336913741,0.985989140693185
"cg01657380","NPFF","12",52187790,"","neuropeptide FF-amide peptide precursor","CRBLM",0.263248057164071,0.00604748472250838,0.792856373126041,0.914102607908009
"cg18133957","APC2","19",1401493,"+","adenomatosis polyposis coli 2","PONS",-0.263084027008846,-0.00388178769699958,0.792973529648113,0.928170286779129
"cg21406461","IFI16","1",157245581,"","interferon; gamma-inducible protein 16","CRBLM",0.262848773207948,0.00471230748248658,0.793163322971933,0.914102607908009
"cg21784940","REPIN1","7",149698740,"","replication initiator 1 isoform 1","CRBLM",-0.262132703375929,-0.00357236822283082,0.793713883556064,0.914210341845255
"cg09837803","IL16","15",79261396,"","interleukin 16 isoform 1 precursor","TCTX",-0.261858021043761,-0.00256838378667979,0.793872502036557,0.985989140693185
"cg21604615","SYTL1","1",27541197,"","synaptotagmin-like 1","TCTX",-0.26175431923721,-0.00332336378852035,0.793952271166032,0.985989140693185
"cg04902405","ZC3H11A","1",202035140,"","hypothetical protein LOC9877","PONS",-0.26150945012745,-0.00368355038849193,0.794184284455683,0.928745678614222
"cg05820087","ATP13A4","3",194755255,"","ATPase type 13A4","PONS",-0.261436544044361,-0.0046560931896096,0.7942403570453,0.928745678614222
"cg01545079","CPNE6","14",23611217,"","copine 6","FCTX",-0.261292636163624,-0.00340539635987628,0.79428034673666,0.994688424085358
"cg10683939","C16orf47","16",71735743,"","hypothetical protein LOC388289","CRBLM",-0.261278823149559,-0.00349748350240688,0.794370537877303,0.914210341845255
"cg01348086","RGS14","5",176717902,"","regulator of G-protein signalling 14","TCTX",-0.261082242688387,-0.00224874783046748,0.794469296318749,0.985989140693185
"cg01346718","CSNK1E","22",37043820,"-","casein kinase 1 epsilon","TCTX",-0.261026534371708,-0.00356564065913532,0.794512156556257,0.985989140693185
"cg10189763","MUC7","4",71372315,"","mucin 7; salivary","CRBLM",-0.261093535126477,-0.00469350115062493,0.794513048326617,0.914210341845255
"cg06362985","RAB3IP","12",68418475,"+","RAB3A interacting protein isoform alpha 1","TCTX",-0.260754841397758,-0.00197921830278689,0.79472119763569,0.985989140693185
"cg23801057","P2RX7","12",120054352,"","purinergic receptor P2X7 isoform a","FCTX",-0.260497519814543,-0.00464301651972167,0.794892197303367,0.994688424085358
"cg02671171","RPH3AL","17",203087,"","rabphilin 3A-like (without C2 domains)","CRBLM",-0.260592635271149,-0.00307131656410493,0.794898339880442,0.914210341845255
"cg19881895","SLC43A3","11",56952116,"","solute carrier family 43; member 3","TCTX",-0.260483131352066,-0.00187247873399339,0.794930266774734,0.985989140693185
"cg25947945","LAD1","1",199635569,"-","ladinin 1","TCTX",-0.260337670896027,-0.00231414790690475,0.795042198438851,0.985989140693185
"cg12125117","GPR97","16",56258962,"","G protein-coupled receptor 97","CRBLM",0.260246537089653,0.00801376546565993,0.795164587815322,0.914210341845255
"cg00563932","PTGDS","9",138990870,"","prostaglandin H2 D-isomerase","FCTX",0.260103960166452,0.00436304257727687,0.795195092929294,0.994688424085358
"cg25087423","BLR1","11",118259745,"+","Burkitt lymphoma receptor 1 isoform 1","FCTX",0.260084027867864,0.00310298254709702,0.795210434271428,0.994688424085358
"cg09801065","FAT2","5",150929345,"","FAT tumor suppressor 2 precursor","TCTX",0.259987522670193,0.00299647540523083,0.795311654632226,0.985989140693185
"cg15940569","GABRB3","15",24570449,"","gamma-aminobutyric acid (GABA) A receptor; beta 3 isoform 2 precursor","FCTX",0.25989032078437,0.00383650412599525,0.795359529458012,0.994688424085358
"cg08579995","FLJ46230","19",19717230,"","hypothetical protein LOC400679","PONS",-0.259858850572869,-0.00155399941447425,0.795454035909402,0.92971115611655
"cg14916288","CCL23","17",31369249,"","small inducible cytokine A23 isoform CKbeta8-1 precursor","TCTX",0.25967990819005,0.0053148616147967,0.795548399424726,0.985989140693185
"cg24652919","WDR58","16",3013192,"","WD repeat domain 58","TCTX",0.259594294419841,0.00238060420676673,0.79561429247803,0.985989140693185
"cg25303383","BCDO2","11",111551613,"","beta-carotene dioxygenase 2","FCTX",0.259337756341596,0.00302242552560675,0.795784876535897,0.994688424085358
"cg14345882","BTN3A2","6",26472772,"","butyrophilin; subfamily 3; member A2 precursor","FCTX",-0.259059667245594,-0.00326951138480822,0.795998964182741,0.994688424085358
"cg11378484","NIF3L1BP1","3",63823735,"","Ngg1 interacting factor 3 like 1 binding protein 1","PONS",0.25865847673699,0.00241716959176434,0.796377788846136,0.930007749260512
"cg25006823","FLJ33387","14",67052209,"-","hypothetical protein LOC161145","FCTX",0.258501078014055,0.00255410317296271,0.796429042546533,0.994688424085358
"cg25420952","AMBP","9",115880905,"","alpha-1-microglobulin/bikunin precursor","PONS",0.258520355646799,0.00168244885945909,0.796484099116265,0.930007749260512
"cg24178740","FEV","2",219558709,"-","FEV (ETS oncogene family)","FCTX",0.258402024382947,0.0025819903604092,0.796505314108081,0.994688424085358
"cg02964385","STK38","6",36623654,"","serine/threonine kinase 38","FCTX",0.258194052201294,0.00315878905107842,0.796665459642822,0.994688424085358
"cg22764925","GGT1","22",23309964,"","gamma-glutamyltransferase 1 precursor","CRBLM",0.257992282400644,0.00287830003677859,0.796899341279165,0.915765382112652
"cg25473396","MPG","16",66819,"","N-methylpurine-DNA glycosylase isoform b","PONS",0.257636530197313,0.00148000396732348,0.797164460292427,0.930200009041085
"cg19125606","AGT","1",228916922,"","angiotensinogen preproprotein","FCTX",0.257284566388173,0.00339228541644242,0.797365895805794,0.994688424085358
"cg22051636","MRGPRX2","11",19038166,"","G protein-coupled receptor MRGX2","TCTX",-0.257314497789095,-0.00597207422189232,0.797369490425766,0.985989140693185
"cg26415633","KLK1","19",56019168,"","kallikrein 1 preproprotein","FCTX",0.25692647375702,0.0028196064588646,0.797641724467211,0.994688424085358
"cg12360736","MBNL1","3",153468559,"","muscleblind-like 1 isoform a","PONS",-0.256872491656011,-0.00355642176604456,0.797752736475852,0.930200009041085
"cg15210427","CST9L","20",23496991,"","cystatin 9-like precursor","PONS",-0.256793651179655,-0.0029513233941345,0.797813446819461,0.930200009041085
"cg22081096","ABCA6","17",64649548,"","ATP-binding cassette; sub-family A; member 6","TCTX",-0.256397984214619,-0.00354417335506802,0.798075400157582,0.985989140693185
"cg25414165","C10orf11","10",77212494,"+","chromosome 10 open reading frame 11","FCTX",-0.25634601567992,-0.00490056448102736,0.798088889247365,0.994688424085358
"cg25277950","EML2","19",50834754,"-","echinoderm microtubule associated protein like 2","FCTX",-0.256323806808502,-0.00504363507666813,0.798105999524088,0.994688424085358
"cg03294491","SMAD2","18",43712241,"","Sma- and Mad-related protein 2","CRBLM",0.256184793773192,0.00370125653237666,0.798291023185132,0.916924876103345
"cg11130441","MGC34824","2",38211651,"","hypothetical protein LOC285154","CRBLM",0.255569188482082,0.00555442253825595,0.798765159161012,0.916930032683591
"cg10574499","UNQ2446","16",66476255,"","hypothetical protein LOC123904","TCTX",-0.25546569753308,-0.00264469908848287,0.798793630035092,0.985989140693185
"cg06719391","KCNQ1","11",2510906,"+","potassium voltage-gated channel; KQT-like subfamily; member 1 isoform 1","TCTX",0.255406826163546,0.00490979095999694,0.798838990092186,0.985989140693185
"cg00055233","RLN1","9",5329677,"-","relaxin 1 preproprotein","TCTX",-0.25515510474574,-0.00151056571675309,0.799032947770135,0.985989140693185
"cg14159672","FLJ32569","1",204085802,"-","hypothetical protein LOC148811","CRBLM",0.255185260493434,0.0166215559815769,0.799060896595717,0.916930032683591
"cg27442349","NFKBIB","19",44081059,"","nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor; beta isoform a","FCTX",0.255051764935721,0.00576909517702975,0.799086176260822,0.994688424085358
"cg10173075","RLBP1","15",87565840,"","retinaldehyde binding protein 1","FCTX",-0.254726037344414,-0.00354068004962346,0.799337218480373,0.994688424085358
"cg10574499","UNQ2446","16",66476255,"","hypothetical protein LOC123904","FCTX",0.254714505794226,0.00327956634783,0.799346106371136,0.994688424085358
"cg03395898","TGFB3","14",75517764,"-","transforming growth factor; beta 3","FCTX",-0.254517223556132,-0.00315876949806566,0.799498164846213,0.994688424085358
"cg25514503","PER3","1",7767657,"+","period 3","CRBLM",0.254596962767359,0.00582932717248215,0.799514115502307,0.917010924242953
"cg19998328","LOC90580","19",10899320,"","hypothetical protein LOC90580","FCTX",0.254362658546181,0.00254504963593349,0.799617303700002,0.994688424085358
"cg20516209","EMILIN1","2",27155447,"","elastin microfibril interfacer 1","TCTX",-0.25414461281501,-0.00354982079132375,0.799811683422502,0.985989140693185
"cg03169180","NLGN2","17",7251071,"","neuroligin 2","TCTX",-0.253864256944193,-0.00414041182467238,0.800027775435169,0.985989140693185
"cg14473145","CLEC14A","14",37795407,"-","C-type lectin domain family 14; member A","PONS",0.253589351615058,0.00221818614182461,0.800281931523407,0.93262427428506
"cg20398399","KLHL6","3",184756501,"","kelch-like 6","FCTX",0.253391654438002,0.00312994259620782,0.800365862378495,0.994688424085358
"cg03900284","P518","9",132759516,"","RF(Arg-Phe)amide family 26 amino acid peptide","TCTX",-0.252994003617071,-0.00117723419876005,0.800698645815648,0.985989140693185
"cg25629694","SMURF2","17",60087959,"-","SMAD specific E3 ubiquitin protein ligase 2","TCTX",0.252927468093279,0.0019021196334121,0.80074994357768,0.985989140693185
"cg01422337","CARD8","19",53444622,"-","caspase recruitment domain family; member 8","CRBLM",-0.252698009061148,-0.00436772550953701,0.800977517620595,0.918249824028204
"cg16604516","FBLN2","3",13565419,"+","fibulin 2 precursor; isoform a","FCTX",0.252570400988784,0.00271408271895521,0.800999121324382,0.994688424085358
"cg07871503","RASGEF1A","10",43083048,"-","RasGEF domain family; member 1A","FCTX",-0.252294172698249,-0.00239562155305199,0.801212147489998,0.994688424085358
"cg09499849","ACVR1","2",158403404,"","activin A type I receptor precursor","FCTX",0.251988795833613,0.00336167008517851,0.801447670323614,0.994688424085358
"cg09827833","TEK","9",27099492,"","TEK tyrosine kinase; endothelial","FCTX",-0.251718328460017,-0.00192129261663491,0.801656284351042,0.994688424085358
"cg25692621","ASB4","7",94953099,"","ankyrin repeat and SOCS box-containing protein 4 isoform b","TCTX",-0.251723966556332,-0.00436552644426865,0.801677972844589,0.985989140693185
"cg09414535","GRIP1","12",65359289,"","glutamate receptor interacting protein 1 isoform 2","CRBLM",0.251688172948746,0.00399827254140694,0.801756022551885,0.91870274033205
"cg05246522","KSR1","17",22823100,"","kinase suppressor of ras","TCTX",-0.251621767863859,-0.00447091185879381,0.801756792110317,0.985989140693185
"cg08662074","PAPPA","9",117955688,"","pregnancy-associated plasma protein A preproprotein","FCTX",-0.251442043257973,-0.00354008725206566,0.801869400494558,0.994688424085358
"cg07005767","ABRA","8",107851714,"","striated muscle activator of Rho-dependent signaling","FCTX",0.25138852143265,0.00440997931638412,0.801910686967474,0.994688424085358
"cg09748960","BTNL2","6",32482904,"","butyrophilin-like 2","PONS",0.250986541479955,0.00382031184830508,0.802288539520685,0.934342723170364
"cg02044879","PLA2G12B","10",74384941,"","phospholipase A2; group XIIB","CRBLM",0.250832434600341,0.00518281367836903,0.802415886378745,0.918755551197468
"cg18003231","SLC25A18","22",16423745,"+","solute carrier","FCTX",-0.250685011529556,-0.00430994396139799,0.80245342301715,0.994688424085358
"cg03190825","CYP4F11","19",15906788,"","cytochrome P450; family 4; subfamily F; polypeptide 11","FCTX",0.250302953596678,0.00468798948344587,0.802748209265461,0.994688424085358
"cg06641366","LRRC8C","1",89870192,"","factor for adipocyte differentiation 158","FCTX",0.250156786648655,0.00442404779210023,0.802860995501536,0.994688424085358
"cg21291985","BTBD4","20",61907479,"-","BTB (POZ) domain containing 4","PONS",0.250211834303692,0.0028454321961816,0.802886047490814,0.934342723170364
"cg18997129","EPHA1","7",142815972,"-","ephrin receptor EphA1","FCTX",-0.250091851903788,-0.00295619646862906,0.80291110217995,0.994688424085358
"cg06421800","CDKN2B","9",21996228,"-","cyclin-dependent kinase inhibitor 2B isoform 2","TCTX",0.250120141369777,0.00156112841534455,0.802915134928374,0.985989140693185
"cg23851011","S100A16","1",151852539,"","S100 calcium binding protein A16","PONS",0.250159513344987,0.00291696343978086,0.802926405262012,0.934342723170364
"cg04143809","FLJ39822","2",165520568,"-","hypothetical protein LOC151258","CRBLM",-0.250157923291283,-0.00304571817424942,0.802936105902802,0.918755551197468
"cg00899659","ZNF22","10",44815977,"","zinc finger protein 22 (KOX 15)","CRBLM",-0.250030086585088,-0.00337205057778255,0.803034710457142,0.918755551197468
"cg02164442","ITGAD","16",31312602,"","integrin; alpha D precursor","TCTX",0.249709234237509,0.00248487672092658,0.803232181959127,0.985989140693185
"cg10226546","NFATC2","20",49592403,"-","nuclear factor of activated T-cells; cytoplasmic; calcineurin-dependent 2 isoform C","TCTX",0.249678038947918,0.00206929033707682,0.803256252907472,0.985989140693185
"cg16517394","TNFSF4","1",171442985,"","tumor necrosis factor (ligand) superfamily; member 4","FCTX",-0.24955056828726,-0.00596340341347231,0.803328813741698,0.994688424085358
"cg04756629","LOC400696","19",44861990,"","hypothetical protein LOC400696","CRBLM",0.249639598091405,0.0032937779331926,0.803335926443529,0.918755551197468
"cg22009923","CD151","11",822065,"","CD151 antigen isoform 4","FCTX",-0.249302606306288,-0.00364563505270839,0.803520186362672,0.994688424085358
"cg08116137","NAT8","2",73724161,"","N-acetyltransferase 8","TCTX",0.249325448453745,0.00394457630951594,0.803528332355289,0.985989140693185
"cg09626634","EBI2","13",98758370,"","EBV-induced G protein-coupled receptor 2","PONS",0.249334961049787,0.00319089968341596,0.803566677982215,0.93462632453979
"cg08946332","ALOX12","17",6840612,"+","arachidonate 12-lipoxygenase","FCTX",0.24923178524034,0.0028690591485761,0.803574846982572,0.994688424085358
"cg10934032","RNASE6","14",20319245,"","ribonuclease; RNase A family; k6","TCTX",-0.2491042131816,-0.0030806260947239,0.803699062739672,0.985989140693185
"cg14345882","BTN3A2","6",26472772,"","butyrophilin; subfamily 3; member A2 precursor","TCTX",-0.24887558220022,-0.00329912921061683,0.803875510459607,0.985989140693185
"cg26312920","NEUROD6","7",31346915,"","neurogenic differentiation 6","FCTX",0.248561497224023,0.00412471966227494,0.804092232079248,0.994688424085358
"cg04201347","PRRG2","19",54778661,"","proline rich Gla (G-carboxyglutamic acid) 2","TCTX",0.248522567565422,0.00159488016924693,0.804147972089596,0.985989140693185
"cg17067528","IER3","6",30820496,"-","immediate early response 3 isoform short","TCTX",-0.248309931710718,-0.00128772802842874,0.804312099041373,0.985989140693185
"cg25426743","HOXA3","7",27132628,"","homeobox A3 protein isoform a","CRBLM",0.248346057215631,0.00280556580903941,0.804333952540304,0.919458086968783
"cg00587613","GPR152","11",66976799,"","G protein-coupled receptor 152","FCTX",0.248203707893545,0.00402282309534964,0.804368439764557,0.994688424085358
"cg13125997","PKD1","16",2126902,"-","polycystin 1 isoform 2 precursor","PONS",0.248179610116923,0.0012283384086265,0.804453994142256,0.93462632453979
"cg09555879","GRIK5","19",47261796,"","glutamate receptor KA2 precursor","FCTX",0.248000417134318,0.00315225869225514,0.804525388013808,0.994688424085358
"cg27069753","ELA3B","1",22176158,"","elastase 3B preproprotein","FCTX",0.24799364895277,0.00289950995005117,0.804530613446213,0.994688424085358
"cg01724150","NMNAT3","3",140880053,"","nicotinamide nucleotide adenylyltransferase 3","FCTX",0.24792199587119,0.00471628136063941,0.804585934361959,0.994688424085358
"cg16604516","FBLN2","3",13565419,"+","fibulin 2 precursor; isoform a","TCTX",0.247849993416664,0.00204782848034185,0.804667140859197,0.985989140693185
"cg14736911","MYOZ2","4",120277266,"","myozenin 2","TCTX",-0.247619681236933,-0.00456137925229073,0.804848378272539,0.985989140693185
"cg20277416","TM7SF2","11",64635637,"+","transmembrane 7 superfamily member 2","TCTX",-0.24755560598178,-0.00278667672194256,0.804894409820319,0.985989140693185
"cg23871659","TANK","2",161701610,"","TRAF interacting protein TANK isoform a","FCTX",-0.247487657476686,-0.003664371599924,0.804921293491055,0.994688424085358
"cg22441882","SLC18A1","8",20084934,"","solute carrier family 18 (vesicular monoamine); member 1","PONS",-0.247545652487518,-0.00269587943610363,0.804943282706027,0.93462632453979
"cg04230060","SUSD1","9",113977813,"-","sushi domain containing 1","PONS",0.247417158360565,0.00384512544095434,0.805042463931258,0.93462632453979
"cg20544605","SORBS2","4",187114491,"-","sorbin and SH3 domain containing 2 isoform 2","PONS",-0.247316053143557,-0.00393801630107841,0.805120506615245,0.93462632453979
"cg12966875","SLPI","20",43317160,"","secretory leukocyte peptidase inhibitor precursor","TCTX",0.246837307594782,0.00370951079747578,0.805449010725845,0.985989140693185
"cg10725344","UNQ1940","7",135084179,"-","hypothetical protein LOC389558","FCTX",-0.246285222446198,-0.00309259348998383,0.805849900673587,0.994688424085358
"cg15177359","UNC13D","17",71352345,"","unc-13 homolog D","TCTX",0.246274534360556,0.00169007048229917,0.805883599321193,0.985989140693185
"cg23239444","PACSIN1","6",34541298,"+","protein kinase C and casein kinase substrate in neurons 1","TCTX",-0.245809453271124,-0.00230662397736624,0.8062427932355,0.985989140693185
"cg24178740","FEV","2",219558709,"-","FEV (ETS oncogene family)","TCTX",-0.245741525543829,-0.00203739406854866,0.806295259006304,0.985989140693185
"cg03626672","CMKOR1","2",237143403,"+","chemokine orphan receptor 1","FCTX",0.245336772505766,0.00286727332472742,0.806582557721384,0.994688424085358
"cg25674286","ADORA3","1",111848438,"","adenosine A3 receptor isoform 1","FCTX",0.245019627389634,0.00293625029889128,0.806827583802466,0.994688424085358
"cg26884581","PYGM","11",64283990,"-","glycogen phosphorylase","TCTX",-0.244698257516631,-0.00341811613943699,0.807101165296751,0.985989140693185
"cg12062492","DHRS4","14",23492980,"+","peroxisomal short-chain alcohol dehydrogenase","TCTX",0.244583038650184,0.00278286997111814,0.807190182583761,0.985989140693185
"cg20847746","S100A1","1",151867489,"","S100 calcium binding protein A1","FCTX",-0.244016786271337,-0.00485932829655816,0.807602504198238,0.994688424085358
"cg08301503","FLJ43752","6",33669166,"-","hypothetical protein LOC401253","CRBLM",-0.243787633688149,-0.00454024463674046,0.807853552790578,0.922878246796537
"cg14345676","HRH2","5",175041704,"+","histamine receptor H2","CRBLM",0.243473521552583,0.00468153693972257,0.808096227787619,0.922878246796537
"cg27234090","USP2","11",118757064,"-","ubiquitin specific protease 2 isoform a","FCTX",0.243145913402378,0.00349330219978667,0.808275604428478,0.994688424085358
"cg19630689","SERPINA12","14",94054134,"","serine (or cysteine) proteinase inhibitor; clade A (alpha-1 antiproteinase; antitrypsin); member 12","TCTX",-0.243149406329144,-0.0024979610533694,0.808298007903284,0.985989140693185
"cg24816298","PTH","11",13475601,"","parathyroid hormone preproprotein","CRBLM",0.242733718914701,0.00651948782399174,0.808667854297479,0.923091080941762
"cg20289949","HAAO","2",42873118,"-","3-hydroxyanthranilate 3;4-dioxygenase","PONS",0.242684923340163,0.00449069742514081,0.808697353370774,0.938144838496462
"cg06190732","SERPINA3","14",94148389,"","serpin peptidase inhibitor; clade A; member 3 precursor","FCTX",0.242525411362321,0.00381981404909492,0.808755279921627,0.994688424085358
"cg02717046","GPR133","12",130004741,"+","G protein-coupled receptor 133","TCTX",-0.242281707905,-0.00309183367800702,0.808972060982653,0.985989140693185
"cg14399060","HOXD4","2",176723316,"+","homeobox D4","FCTX",0.242149823439725,0.00152341040349705,0.80904566131885,0.994688424085358
"cg20807545","ADAMTS18","16",76027039,"-","ADAM metallopeptidase with thrombospondin type 1 motif; 18 isoform 2 preproprotein","TCTX",-0.242161438746227,-0.00288686092518317,0.809061676829882,0.985989140693185
"cg23221013","MGC2463","7",99654963,"","hypothetical protein LOC79037","PONS",-0.241784710185304,-0.00459992487786004,0.809393104916543,0.938144838496462
"cg23414387","CYP4B1","1",47037453,"","cytochrome P450; family 4; subfamily B; polypeptide 1","PONS",-0.241664329570649,-0.00368569618828938,0.80948615558062,0.938144838496462
"cg14973995","TETRAN","4",2905490,"-","tetracycline transporter-like protein","TCTX",0.241444012339778,0.00218201401488348,0.809616341092663,0.985989140693185
"cg03752885","DAPK3","19",3920736,"","death-associated protein kinase 3","FCTX",-0.241304677078573,-0.00275580682513203,0.809702117686585,0.994688424085358
"cg06958211","PAK6","15",38319472,"","p21-activated kinase 6","PONS",-0.241364838377853,-0.00290991736979433,0.809717665279918,0.938144838496462
"cg03894103","PREPL","2",44440405,"","prolyl endopeptidase-like","TCTX",-0.240227828372626,-0.00301757757086671,0.810556831111891,0.985989140693185
"cg01476044","MGAM","7",141341762,"","maltase-glucoamylase","CRBLM",-0.240115822545191,-0.00458242356864108,0.810691465111956,0.924372057510457
"cg20542800","LTB4R","14",23852374,"","leukotriene B4 receptor","TCTX",0.240020437888859,0.00173686614927019,0.810717236398932,0.985989140693185
"cg26980692","SLC15A3","11",60476523,"-","solute carrier family 15; member 3","FCTX",-0.239963531948958,-0.00491072223305343,0.810736493821693,0.994688424085358
"cg01197831","FBP2","9",96395762,"-","fructose-1;6-bisphosphatase 2","TCTX",-0.239946090372462,-0.00117746996115362,0.810774742128762,0.985989140693185
"cg10412312","FLJ36004","12",25597128,"","hypothetical protein FLJ36004","FCTX",0.239730450323193,0.00372409745742778,0.81091680717158,0.994688424085358
"cg27069753","ELA3B","1",22176158,"","elastase 3B preproprotein","CRBLM",0.239799461638889,0.00308838294181709,0.810936096484912,0.924372057510457
"cg22686523","FLJ25006","17",23965053,"","hypothetical protein LOC124923","FCTX",-0.239613423315493,-0.00366925913854603,0.811007343797271,0.994688424085358
"cg12302621","SLC28A1","15",83227915,"","solute carrier family 28 (sodium-coupled nucleoside transporter); member 1 isoform 1","TCTX",-0.239630699584835,-0.00483972865691507,0.811018699595407,0.985989140693185
"cg02237119","WBSCR27","7",72894350,"","Williams-Beuren syndrome chromosome region 27","FCTX",0.239425874785535,0.00294454420240274,0.81115244393642,0.994688424085358
"cg13191808","PCSK9","1",55277915,"+","proprotein convertase subtilisin/kexin type 9 preproprotein","FCTX",0.239391192302705,0.00183298338822991,0.811179277353716,0.994688424085358
"cg23799313","PAQR7","1",26070947,"","progestin and adipoQ receptor family member VII","FCTX",0.239355196033484,0.00320405525133479,0.811207127468962,0.994688424085358
"cg00563926","TGFBR3","1",92125069,"-","transforming growth factor; beta receptor III (betaglycan; 300kDa)","PONS",-0.239247416642759,-0.00252657529289555,0.811354933888216,0.938646266405074
"cg05341878","RIMS2","8",104900822,"","regulating synaptic membrane exocytosis 2","PONS",0.239127992428979,0.00274855524049868,0.811447302087092,0.938646266405074
"cg13492227","FGF11","17",7282160,"+","fibroblast growth factor 11","CRBLM",-0.238822547866861,-0.0054993194797902,0.811691629483917,0.924372057510457
"cg11618577","KRTCAP3","2",27519047,"+","keratinocyte associated protein 3","TCTX",0.238644455108379,0.00246091923441738,0.811781687909113,0.985989140693185
"cg14944269","RAB15","14",64509355,"","Ras-related protein Rab-15","CRBLM",0.238661020753928,0.00275073132536689,0.811816569699946,0.924372057510457
"cg06456031","FLJ11000","7",134483390,"","hypothetical protein LOC55281","FCTX",0.238566939175864,0.00409893363099985,0.811817057995319,0.994688424085358
"cg11701148","MYOM2","8",1980442,"+","myomesin 2","TCTX",-0.238587623819081,-0.00293383507282509,0.811825659821242,0.985989140693185
"cg01214209","MANEAL","1",38031582,"+","hypothetical protein LOC149175 isoform 2","FCTX",0.238547776824167,0.00235929424489473,0.811831886712918,0.994688424085358
"cg06873352","LYK5","17",59173747,"-","protein kinase LYK5 isoform 1","PONS",-0.238584325040127,-0.0049848527305679,0.811867833140822,0.938646266405074
"cg21092324","MMRN1","4",91035333,"","multimerin 1","TCTX",0.23832227747347,0.00315707922038795,0.812030973445455,0.985989140693185
"cg11706163","C9","5",39400252,"","complement component 9","TCTX",0.238001277809387,0.00235436058614538,0.812279366708402,0.985989140693185
"cg11213150","ANGPTL2","9",128924278,"","angiopoietin-like 2 precursor","PONS",-0.238049570894103,-0.00268548669204595,0.812281523399483,0.938646266405074
"cg24166628","TNNC1","3",52463110,"","troponin C; slow","TCTX",0.2378187834802,0.00157983504428982,0.812420591465261,0.985989140693185
"cg15945754","C6orf204","6",119080388,"","chromosome 6 open reading frame 204","FCTX",-0.237748921638745,-0.00247470839918309,0.812450138643365,0.994688424085358
"cg03003745","UNQ473","19",47640007,"","DMC","TCTX",-0.237779233461256,-0.00322690708106768,0.812451198391397,0.985989140693185
"cg25322008","OR51E2","11",4675714,"","olfactory receptor; family 51; subfamily E; member 2","PONS",-0.237692830258432,-0.00286070412457724,0.81255753046629,0.938646266405074
"cg16860694","FXYD5","19",40337529,"+","FXYD domain-containing ion transport regulator 5","PONS",0.237439586167287,0.00277952121646476,0.812753477501527,0.938646266405074
"cg13802966","CASP1","11",104411044,"","caspase 1 isoform delta","PONS",0.237259612340879,0.00263834933273294,0.812892739061156,0.938646266405074
"cg10556064","SMPD3","16",67038990,"-","sphingomyelin phosphodiesterase 3; neutral membrane","CRBLM",0.237261074785798,0.00279974568522257,0.812899622374898,0.924372057510457
"cg07618900","MGC13168","12",68379617,"","hypothetical protein LOC84821","FCTX",-0.237108115569326,-0.00336175569673954,0.812946158336421,0.994688424085358
"cg04740359","NTF3","12",5473803,"+","neurotrophin 3 precursor","CRBLM",-0.23697880117928,-0.00881748035841453,0.813118044250163,0.924372057510457
"cg10468702","PTGER1","19",14446209,"-","prostaglandin E receptor 1; subtype EP1","CRBLM",-0.236945961448118,-0.0031895976169273,0.813143456423791,0.924372057510457
"cg12854483","CNN1","19",11510671,"+","calponin 1; basic; smooth muscle","CRBLM",-0.236846473080784,-0.00648609881027516,0.813220444131986,0.924372057510457
